numberOfAnalystOpinions,sector,In_SP500,In_NASDAQ,currentPrice,allTimeHigh,allTimeLow,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,is_Insolvent,_debtToEquity,has_benefits,_PER,target
-0.6748147321639942,2,0,0,0.2404689145391742,-0.04557022239857212,-0.40225056039180695,-0.4450918360654643,-0.3650824366279195,-0.11424219096757161,-0.09120080132631789,-0.2842927474992018,-0.09166771636717656,-0.0326703667251325,-0.7590952341732528,-0.21616548535771668,0.053836127360568704,0.22430768251354993,0.2074893685869325,0.5833665778801123,2.539714437733699,0.09566848914187612,-0.07684316163790804,-0.010326203757316637,0.6967328429994293,-0.27665455330332206,-0.20200837505676558,0.19590463564915983,-0.4879726583972605,-0.45366457894522577,0.8795267129656051,-0.11420288960005591,-0.12233291175893334,0.5873548059237013,-0.08329908298188993,-0.23713150157708868,-0.26596000839179934,-0.46431467116491343,-0.70393926951357,0.9717882284089686,0.07616867366106136,1.3037485653703915,-0.6748447380558295,0.1730704520113639,0,-0.2351466268649128,0,-0.1454907935282944,2
0.6592249528730767,7,0,0,-0.21221967009578635,-0.10216382159325976,-0.636506102202478,0.4228810051633685,-0.21776205906945625,-0.14252111261783715,-0.16043042057148668,-0.07018749423729763,-0.08161703635511794,0.17511605115744203,-0.0919042139943497,0.1252475151458446,0.05504897976115135,0.9241678511881984,0.24089021916351158,-0.2947571927420679,-0.29931197069235393,-0.280513965489999,-0.22983228203824657,-0.14812684211278973,-0.1001956175621456,-0.3094136047260298,-0.2971696760750283,-0.3802629354769191,-0.3477071189902349,-0.4101331664849696,-0.3277172886605003,-0.22697103891714354,-0.2365404174775892,-0.6564522811176784,-0.130819987567155,-0.1953839991563617,-0.1754972577710066,-0.15754471792446356,0.31866971139336026,0.12187549462707085,0.2362660251424709,-0.4896432702085768,1.0532185677244905,-0.34322994323936,0,-0.2875799733555294,0,-0.06468302135178264,2
1.2656066278899272,8,1,0,-0.015375361690782009,-0.05622889737568822,1.012448642359725,-0.5298059853693983,-0.29610279406303525,-0.11550598171539256,-0.11503553466427409,-0.2576692427188494,-0.07173413218806098,0.07282740046810182,0.557406909692096,0.5634879274553443,0.05458333447728345,-0.09417970187568292,-0.07629214492202789,-0.2816073858499618,-0.2742197254569942,-0.23817955883281816,-0.15592107119000506,-0.15367656487967693,-0.1197715147708689,-0.3033839637957053,-0.2864904174135617,-0.1326154818623275,-0.5253245618147738,-0.6612204295153974,0.19653065751506127,-0.13981335136372655,-0.047638226430304735,1.0664557962806593,0.2882253320983042,-0.1957707574666959,-0.17713514026581934,-0.3984413202931929,-0.6192033087604533,-0.3420506701010394,-0.5897822144545132,-0.42989571040468705,0.38333546309578903,-0.3466898284270201,0,-0.24230649585207034,0,0.13317341328287,3
-0.18970939215051386,2,0,0,-0.24101500623243172,-0.19876826744712175,-0.634672911824977,-0.6950680143393683,-0.2684777227330716,-0.14655217286716324,-0.14231286552786426,-0.279217968366773,-0.08967707863864341,-0.0051990892135364355,-0.7209281221435744,-0.057689020414445645,0.05422343454508926,0.20510188355743728,0.1387923093813686,-0.14467838881526984,-0.0009212966558172544,-0.22700547513248165,-0.14796784987929787,-0.12748608187623314,-0.03262719816429415,-0.24118666557053298,-0.17651061019062822,-0.04686033994284121,-0.4025595645684013,-0.4392342764722127,-0.14378042378899575,-0.20811611451284934,-0.19755579535169449,0.09974540089170231,-0.09083271289831188,-0.19562840327004824,-0.19375660040305415,-0.28368964293263177,-0.17048788022690387,0.058781536224047574,-0.41623137694560586,0.9568441690900393,-0.5808204250249861,-0.04239486992803352,0,-0.12528666493619264,0,-0.12894363384186158,1
1.023053957883187,8,0,0,-0.28051337074790955,-0.21517609643268237,0.6751416128995301,-0.6034100823056034,-0.14028831359490584,-0.10124392576761573,-0.10061720864197644,-0.3024805259100696,-0.07081136504055188,0.28648944711867574,0.39405145646908046,0.48354673250923935,0.05495921287042264,-0.09703313812451823,-0.022023019248773264,-0.27479959567925855,-0.335016025923793,-0.2349133881422506,-0.15157678164914276,-0.1079416330850757,-0.1399788925347123,-0.23991897818357524,-0.2632278462207545,-0.03826791380047457,-0.36259563993288,-0.14702065139369766,-0.1669139298776423,-0.13399761302038216,-0.07146247902137391,0.7909782284465006,0.014522822733962298,0.07121753790628185,0.040995862343229814,-0.17221647184767197,-0.7463072306319554,-0.6686546900696289,-0.7014467068052055,0.1320471522375926,0.0604864460025,-0.34532919942063695,0,-0.10637099590179176,0,-0.06286044590467572,2
0.9017776228798169,4,1,0,0.08696996661499327,-0.06356402490370357,2.308252354913331,-0.13262161322308436,-0.1423672261474969,0.08724724788542379,0.17713222656472352,-0.2900782999562354,-0.09186950082940828,-0.06114933627461005,-0.9526320003551036,-0.24712606917950616,0.05382924780045747,-0.1728686828399632,-0.02273861361549788,3.6364998546817247,1.6815571180328481,0.7634430818195657,0.2196443602372613,0.12408673609584497,0.05578007955252081,-0.08052937112754066,-0.19157747124789118,1.0661793598737894,-0.36834208661249745,-0.4125382168971385,0.6091100470960471,0.2511390171814434,-0.24295122379013384,0.8716523465957215,0.028279223070488177,0.10552470064527417,0.12599782972246296,-0.1850376260760311,-0.7925268648463737,-0.6612318714339791,-0.8292554631102147,-0.5248250181083536,-0.6617225444263809,-0.12238041794613189,0,-0.07574213011093549,0,-0.05743197082359938,2
-0.31098572715388395,9,0,0,-0.35608208357212173,-0.19961956205689146,0.15556308304780112,0.14790720906207436,-0.1688424849877492,-0.16144667592094453,-0.18220787150131412,-0.28419231207168355,-0.08735995818470163,-0.061567918238459286,0.599948592671086,-0.23932545635727637,0.05322839735086389,-0.308187419989593,-0.1257648620355539,-0.31233346765336073,-0.338200835248392,-0.28901163448531214,-0.2673070569419154,-0.18030525124441452,-0.20691583137744365,-0.2506421014126682,-0.20652015487885805,-0.39659455793152726,-0.08702740143304379,-0.22085569904728122,-0.37135549332772,-0.24613760612109062,-0.18784984624086717,-0.6564522811176784,-0.130819987567155,-0.18200259115543108,-0.19314984897271908,-0.3012705011034766,-0.3534405227620421,-0.7725741509687256,-0.4592827743975577,-0.24451159644134604,-0.10055898297528654,-0.3546592268929789,0,-0.3048226710351328,0,1.0064079436875335,3
0.6592249528730767,7,1,0,-0.014004155208084613,-0.13246058044506245,6.1589996850241295,-0.06596129901671023,-0.25814629375192216,-0.04402936794649496,-0.05504055446169805,0.1811255186770585,-0.08178254495897093,0.17700741450756322,0.5122816048344648,0.08334188118393032,0.054850638084577304,0.9967109694626798,0.654871269188628,-0.1685370460569347,-0.22880928315873547,-0.05547815306964057,-0.0996281905790039,-0.021741999234728394,0.01599680457995408,0.030361093816289864,-0.03929455413341166,-0.2003360298576411,-0.03348096646388127,-0.1131094405821169,-0.3043288679042103,-0.10752268672380147,-0.02968596538237118,-0.48260725540105526,-0.11392334737026992,-0.052549862722888925,-0.03199226111910594,-0.37265423311715506,-0.8811144601791775,-0.6612318714339791,-0.8938325189274827,-0.5352654857987557,0.3491743805067279,-0.04851770045675794,0,-0.10653770598820894,0,-0.0667590950855921,2
-1.1599200721774745,2,0,0,-0.23328292523277694,-0.04733111946809567,0.5546748166637462,0.8089553249419534,-0.34728791930027303,-0.16410749066294256,-0.17542091459554301,-0.37526523007929,-0.0900919837688502,0.03710853851171508,-0.557572727639238,-0.1624833402643698,0.05405050279519239,-0.014173739360262259,0.009231048227631936,-0.26747220690677675,0.18718506561955495,-0.27763334582973814,-0.24745394604509388,-0.1536191294718104,0.20796689333646656,-0.2975946948685159,-0.19240532075653202,-0.2785060265683507,-0.264383642135782,9.151866262215938,0.9467923208900307,-0.2869717823099093,-0.26084370155884773,-0.6564522811176784,-0.130819987567155,-0.28070112818766546,-0.26359864641429054,-0.3923761688202124,1.4452728259518426,1.2390096992923598,1.3811634778372148,0.5450159383586932,0.08195880114340871,-0.35951861620149034,0,-0.29706126757372575,0,-0.168707625105849,4
-0.43226206215725405,1,1,0,-0.30629967043641343,-0.22970641264875097,0.12413696229064022,-0.011799793724030866,0.005828940776405482,-0.09431286862958058,-0.1098567460917928,-0.30374727255269596,-0.08886767354856785,0.13525789400038027,0.40376948593153383,-0.0876820859918042,0.054089117006911415,0.09151317134418575,-0.006105879686222829,-0.07639601870529798,-0.2715794362157263,0.06959641654832195,-0.12424679690700507,-0.09564048719979196,-0.15702886752295522,0.2164907830942591,-0.1227417846044067,-0.1948699733847307,-0.1319541663827801,-0.22638731499526962,-0.22744023127624308,-0.08789291908850795,-0.12644354950286782,-0.3308462745717031,-0.09652254628913338,0.07476901630617788,0.18584051748878477,-0.13233817224372635,-0.8560788354112111,-0.9655674354956195,-0.7969669352015808,-0.5411437332461655,0.7855144306562072,0.05450135288368467,0,-0.16660059735971558,0,-0.056170396610884056,1
