sector,state,In_SP500,In_NASDAQ,currentPrice,allTimeHigh,allTimeLow,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,is_Insolvent,_debtToEquity,has_benefits,_PER,target
9,4,1,0,1.0,0.3946512084126004,0.5850087513769977,0.29798826487845775,0.0994703011107067,1.0,0.997749617375341,0.3867240217480816,0.19653926212748504,0.7622994722839307,0.8365351803055385,0.5614017137741399,0.9400818224286571,0.7047271702367532,0.5244771063965216,0.18915345185978957,0.15630356190333097,0.42330365044184237,0.2061810187649665,0.34464348423561475,0.5466666666666666,0.398642406879842,0.3495533433769969,0.09131299679961431,0.07914494679089554,0.08566944966370918,0.40083834263466367,0.45565163124014674,0.7090301773355665,0.0,0.0,0.15467128508916803,0.15693327334766036,0.07073015799466797,0.08152595404905155,0.2146402332722026,0.0327973234046113,0.0023194646102343563,0.6433249515368652,0.18523322835805445,0,0.020470070844991174,0,0.2383364846148389,1
3,40,0,0,0.027801773512868375,0.009915373408656721,0.33518692116803916,0.3419949706621962,0.05632018455138316,0.006423445476008999,0.013060708409506239,0.03871365918014525,0.023389340600172212,0.6525327737142959,0.354793996994938,0.4685850790808714,0.9242316760700067,0.5937442384835218,0.43240406371053286,0.025121174109818147,0.05025075746262091,0.022043808142814758,0.024457367898473914,0.08017855370218527,0.23393939393939392,0.004363649864495425,0.010579630920465408,0.0417905678659251,0.06256789234704445,0.09967127449850367,0.07999547768993388,0.03674729507663013,0.18134971848162354,0.12576558843764396,0.22857367724587524,0.06530481761710427,0.05274201064120343,0.1553447991071133,0.43680993463488343,0.5780012489896321,0.4595378791625148,0.43204208512673364,0.7087655059896977,0.025529948365836552,0,0.05406775453763653,0,0.13469206561597938,2
9,40,1,0,0.2935627375919179,0.275899482433215,0.4201965144620957,0.6047778709136631,0.04857446346639008,0.05744213625139099,0.03737033502803094,0.06294658397426824,0.017053278168156875,0.7108010571882657,0.30320480595553423,0.5193161955919342,0.9362518029403855,0.7917463884009335,0.4914535359632552,0.0862687392943686,0.2231993378800741,0.0680940883775749,0.07439320623107024,0.14183116722352598,0.5086868686868686,0.08021674411435674,0.24658079369777253,0.0066423297502238516,0.21116261036254502,0.21320275518823775,0.4727132984476814,0.06838156154130623,0.2507407847565904,0.0,0.0,0.04123563496541917,0.04211337905119188,0.04834021373522349,0.23703343171029928,0.23255845647610174,0.17282594163534123,0.08354853658536586,0.7031660666569417,0.35277072710214513,0,0.0011039743179805162,0,0.051476726301034566,1
7,18,1,0,0.49952226669064814,0.23265035147060575,0.041781163666099845,0.3738474434199498,0.032164169449230014,0.07727561160606068,0.0652568943262482,0.22384745963992547,0.029126688646650266,0.7097034780089037,0.29637907083025095,0.5016498239331543,0.9451339877659584,0.8324112896882621,0.6025017080419591,0.0895445314497423,0.3163252372389072,0.06939516828478237,0.06768554421740328,0.14305817240270688,0.6638383838383837,0.006684609398764527,0.036538615992838704,0.06054957551938075,0.07098841739253066,0.17736781019868392,0.2890392299617274,0.07165867969262313,0.22306328847976442,0.21598960107473136,0.08873990211715077,0.0263903424603908,0.02494365885658924,0.07476303195002029,0.46144983915971255,0.47248175027038136,0.360050153945125,0.2983739837398374,0.7997787696898612,0.04973994908525914,0,0.019979944139712612,0,0.06591286838152406,3
6,4,1,0,0.47206540750421866,0.13316114336706025,0.030117396190663438,0.260268231349539,0.0650093693659865,0.26611142681367655,0.2098682323814025,0.18316349319079575,0.09747307009773307,0.8803287469158025,0.63250140448405,0.7074050560600248,0.9743742597523937,0.9367871319577359,0.5770599292840095,0.08747183009827803,0.09957188164497113,0.13795597548379418,0.1700025077804941,0.3027436486533197,0.61010101010101,0.09257149019392186,0.12352187729842595,0.03400239967068146,0.16457441453680702,0.22692942554199885,0.32841135511280345,0.18703974850215968,0.33979643509562224,0.10146487196730321,0.04421127443431583,0.11051175141755515,0.11274147898058728,0.20340497658262438,0.3687270581459641,0.6508715290380297,0.27616942525328203,0.012577714012434238,0.30049670497060177,0.08440330623865974,0,0.0094291222522488,0,0.06918813453538263,2
8,34,0,0,0.07671739924211525,0.017174767163960897,0.41829969540555,0.2275775356244762,0.14889565802067273,0.09851511416052645,0.09458837343806477,0.047104488678697355,0.1270493298532116,0.8495789686267968,0.5870443240076969,0.8357505222321695,0.9600875808275673,0.6215620723106369,0.4611617706238967,0.03165606019138126,0.014696333789539707,0.04481235729876179,0.09160991698025046,0.14345692281372538,0.27030303030303027,0.025606800827931726,0.014518692433425533,0.18057779890231326,0.05758696661610082,0.15732512520580647,0.17404776079294637,0.10314357689680509,0.25887946508470316,0.44341619788454917,0.20013091218192972,0.2612098895490787,0.23203142391164572,0.18487840465684618,0.13907155226068652,0.2636591462776263,0.11884510301593668,0.18292682926829268,0.6448928625333381,0.014856082751673827,0,0.11105892030147763,0,0.0723675100105622,2
0,2,0,0,0.476624375209334,0.15109030069301216,0.10622326054186351,0.2736797988264879,0.02201963604730121,0.10160928059856475,0.08424862921405885,0.05602679333303589,0.01361232284267948,0.6886650802988928,0.2960157667455313,0.48107600630941727,0.9347890028894235,0.7317322304082222,0.48320501863866944,0.21099196517559235,0.4787116015662329,0.18005265959138153,0.12449625484977178,0.19604128199550144,0.783030303030303,0.01903341064867543,0.07170210589489298,0.06712375209524307,0.11582932238760141,0.21388008095552044,0.767465390791869,0.13956871398787069,0.26434984864166,0.22078930882140865,0.06606898339298384,0.038747473353853104,0.040886344056861645,0.019500192036454107,0.10874309308631164,0.2893175632816772,0.08284658901593236,0.006743185078909614,0.5419824025488362,0.12116059724124797,0,0.005692946943114472,0,0.049259164439574454,2
2,42,0,0,0.09312172064036955,0.030248644779098187,0.06564846416714051,0.18901927912824817,0.06663228381284814,0.02773024749162739,0.049392860544611866,0.031373752451812176,0.01792308320071108,0.7183436213088413,0.2095053577235028,0.5455855394978045,0.9369187139313615,0.679347649511025,0.44366169738732925,0.10620403852910287,0.16937941299922785,0.061007220060394426,0.10557725442424343,0.092242201183043,0.2634343434343434,0.02611836409008827,0.05359666660806353,0.19744482133721583,0.0582440157805724,0.09720820808520855,0.27519244521903574,0.07695935273633472,0.2362704823709884,0.6725061161787077,0.4410019881387637,0.07491527302556152,0.07648316906497912,0.09291884804678557,0.25153686425995164,0.3342865082672386,0.20217725798928554,0.01991869918699185,0.5546041084680422,0.16833447741466334,0,0.07494312376836398,0,0.10156234165995666,2
2,4,0,0,0.14037557426493366,0.04007710638486278,0.12045236815635713,0.4974853310980722,0.0886959439994047,0.028179068140816298,0.02906232450227772,0.02486416514518758,0.009786655840796897,0.7108449603554401,0.1976264150746394,0.4920151767063137,0.9357752132463624,0.7294512257151098,0.5019205386340815,0.10935920540758126,0.23068519068042806,0.059820192030332606,0.07420463608981151,0.16007313566565007,0.5127272727272727,0.026179807310967286,0.07972745850965675,0.07553678868858887,0.049694459490939376,0.2937470892105414,0.4431032044812553,0.06336003230063414,0.21312689937167145,0.21073733745541126,0.027887418697072897,0.04846343493651719,0.04864230975068961,0.14470239875891724,0.5056978560276196,0.3786961385573144,0.4701161311616015,0.08790052606408418,0.8668528601049112,0.020385750830595895,0,0.014659336151789748,0,0.02232320545239332,4
7,10,0,0,0.05919277071238425,0.009124141008309421,0.070076409205228,0.40318524727577537,0.07425782577497217,0.02771715338091293,0.020417502701371965,0.12316202586014349,0.03661884486263574,0.7350443861020135,0.3563352760421096,0.5770814682184423,0.9519949918759545,0.8106499305209618,0.5267191926507008,0.024623001040081506,0.027004275750826676,0.021691502226357184,0.03909854736297569,0.10125524523490267,0.2634343434343434,0.029411832103728934,0.038705723343181606,0.01937057418427979,0.17896609277140696,0.24759320066432441,0.05584237202452583,0.04792352405849182,0.19968785905056585,0.1370323959758568,0.0559136794403729,0.11810207624348587,0.11937100373285106,0.07743476883213932,0.13015371733099781,0.26818893697075263,0.08028164294711043,0.03615494978479197,0.8063135986417674,0.02883771265695,0,0.035630264666151754,0,0.06617833191447457,3
7,51,1,0,0.15644222589848628,0.04142041736062795,0.026863964087615103,0.45725062866722554,0.07244440634528017,0.06973291772414783,0.10545180379284672,0.1510420185321275,0.06667451948894501,0.7614828733744854,0.39266566249564444,0.5719657245172017,0.9531086073986226,0.9188012637319422,0.5873263242373565,0.06545121028239029,0.07648347798455346,0.06464182931161701,0.0788645875295158,0.16073798755758184,0.37050505050505045,0.014170585911426852,0.01061271820953645,0.013525236126484944,0.08300358329802293,0.12406067351076631,0.12232146227993414,0.08173454379715615,0.2336120777711484,0.24965449340775958,0.074042483762026,0.08684382168451961,0.17021044097736565,0.05100823657483935,0.0904852590692049,0.2136234949424227,0.05819027858125566,0.01618842659014824,0.7455634703693991,0.09934509649738046,0,0.011390065788521706,0,0.048610824017099076,3
9,14,0,0,0.01488963699171121,0.020923989941105475,0.014494669583268734,0.3709136630343672,0.025583769072377156,0.0004380879704440502,0.0009851736758271223,0.0016178280752090445,0.004545375843842951,0.5948001062456647,0.14641155935307315,0.43808671185573606,0.9224086811677863,0.5541542969507879,0.37948492611485,0.01812249527647668,0.0840686214457102,0.007177932847275054,0.018698216952716257,0.06846327064456509,0.16323232323232326,0.009665111052471385,0.05504125620190992,0.014316437756571874,0.12561022629907315,0.17650787997186623,0.17583523259969636,0.031109147562956463,0.1840310403901243,0.8614943324875183,0.072118529692879,0.024676382608051283,0.026663627975079086,0.03165115472491895,0.2539160054894108,0.27975686387322507,0.18668654678463495,0.08500717360114778,0.6757224200706098,0.053645796897217685,0,0.008149687236415458,1,0.0,3
9,35,1,1,0.30725358087937454,0.09086612816110214,0.6531220900966893,0.4199497066219615,0.27597452014633717,0.352943281399264,0.2738758047942102,0.3792423208517834,0.21637881644764856,0.6776102628043588,0.8521903386386218,0.40759687939634226,0.9143459786368275,0.5634094281744055,0.45070066818005516,0.05252914665840183,0.026669383823792445,0.10771975916214636,0.017261683256710403,0.09730797367400393,0.2404040404040404,0.2722608976186756,0.16141203739216056,0.049767527787713706,0.2309180849356829,0.22652672032640753,0.08629904217800972,0.11540021149871886,0.2884917119671138,0.0,0.0,0.23181825917842017,0.2332668311888948,0.28675391608976863,0.24974547796109037,0.3160260495719445,0.1689768884247194,0.017623146819703506,0.607818169227617,0.053645796897217685,0,0.05975773110659221,0,0.601244103271053,1
7,4,0,0,0.025278939885626253,0.014804353921345891,0.21301354501860684,0.7782900251466891,0.417674728571313,0.016661819450931443,0.010330520055073872,0.2717531354709112,1.0,0.6413374660848035,0.08024616806612983,0.3991814810078015,0.0,0.0,0.027028969317964058,0.0,0.0,0.0,0.0035048518577233123,0.05664093474893522,0.19717171717171716,0.01618749324492147,0.017188108742966335,0.007958314113269313,0.2623096333486896,0.2709841726958425,0.00679167915820009,0.019261072599929013,0.1659306738089026,0.0,0.0,0.1617255092994432,0.13278914385285537,0.7938813533501038,0.9258632992306131,0.5660900699531617,0.8036530890043042,0.3009803921568627,0.0577463335393561,0.004869887525162535,0,0.07874706892575478,1,0.0,0
9,45,1,0,0.05377773169148923,0.0080003761142522,0.2591010093788592,0.5222129086336966,0.8364796087907227,0.20955762712217213,0.27123015751753377,0.032065364633125835,0.01841064441551528,0.6744667960346661,0.3010359686434755,0.5217802702817922,0.9297431291652445,0.6227681235415957,0.4560639745091313,0.42502591496619185,0.07305991900584148,0.4418649436687609,0.41160271870906373,0.2601280961097391,0.2597979797979798,0.2718981389222019,0.04771613391683068,0.5656523108586923,0.0459814489140268,0.07527032054478235,0.16741416341736717,0.2537879959596561,0.1448339124519507,0.2986513393048672,0.12134794840248737,0.7030006115702256,0.7041463227426576,0.7098406603482645,0.2394783817532941,0.1938546682188438,0.1676871467514538,0.006910569344811074,0.5988196043603752,0.34867602427348565,0,0.40718283159337215,0,0.06652685603948663,2
7,36,1,0,0.42650723507727684,0.12435958170039853,0.043316882561381775,0.3164291701592624,0.019181832218249813,0.09335745322960408,0.08093799543084937,0.12725825088624404,0.07004512791666968,0.7848305688972403,0.5727654055843903,0.6560770772050988,0.9628417328990024,0.7708764584043419,0.5164704983783077,0.04860970708153417,0.13415838849461445,0.06782814862006822,0.08477309192247039,0.1505008385730519,0.547070707070707,0.011784640189132249,0.04260873016305719,0.0846930353415248,0.08069320855264915,0.12714171487716572,0.4030814144184488,0.08324237177907305,0.2272692303425805,0.17378419464670897,0.07785071877733948,0.04162733336979089,0.03918954109163621,0.028411983817605173,0.14493452982599467,0.4006994656803976,0.0919710418526791,0.13158775705404113,0.4977536920729573,0.06287771483087903,0,0.018758329768291934,0,0.07184692114464723,2
4,45,0,0,0.02560100923636429,0.10007718395290807,0.10791961900553494,0.4907795473595977,0.034058517628537066,0.0025459872546756976,0.0021018737136550003,0.057433087637197365,0.015866971235112236,0.6916241537664528,0.18745390070248946,0.5025280300123631,0.9365302083939555,0.7003224666369524,0.49395523220476045,0.00892782660443894,0.0332951689505938,0.004409575712336161,0.020009011188892867,0.08202276018675525,0.25050505050505045,0.002490341934527643,0.011108774425237621,0.007286849370994852,0.12286153672074722,0.16295564605884585,0.05264285771011699,0.03235723908656815,0.18424437692233941,0.04530206660419109,0.012793302830925835,0.034158169622974056,0.03613643001199035,0.16342700073281893,0.6743874821822421,0.7318897299975552,0.8574372625494804,0.021927307508369215,0.9525435714990391,0.028013151581209306,0,0.014301577265202267,0,0.0459010445603709,4
5,9,0,0,0.42956677990419534,0.11236738583438338,0.3189756926556106,0.41701592623637895,0.010072014944974186,0.047683780299611345,0.05470379917432003,0.05867076051389739,0.06545905477267361,0.8326586879977522,0.5559102978963366,0.6723877563200751,0.9609652592852416,0.6683883170341628,0.507443151091744,0.035685977730919395,0.17987944977589873,0.048039558268426596,0.06906075043178611,0.14847118115707264,0.7765656565656565,0.028554415475565444,0.17954646410864733,0.1044867529104204,1.0,1.0,0.6859098236090856,0.11101616822032989,0.21649139562273936,0.0022103763885780447,0.0005752027629408185,0.019100163334919658,0.019225135189392274,0.010450524848356058,0.13239726436499769,0.27534286311059375,0.10534754860959192,0.0854854136776662,0.7186072350674942,0.034565831379771476,0,0.01099088404909474,0,0.043444071502809246,1
