numberOfAnalystOpinions,currentPrice,allTimeHigh,allTimeLow,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,_debtToEquity,_PER,sector,state,In_SP500,In_NASDAQ,is_Insolvent,has_benefits,target
0.6229508196721312,0.1181482771352185,0.04849384430061863,0.19244512506380806,0.48294967350438617,0.008957428268409437,0.04200341275074284,0.043569338128951834,0.09375220347615026,0.001862369238620875,0.1628111012290533,0.9270277601953161,0.17488057532295329,0.9739869847032449,0.5798530752507189,0.654736067518085,0.028515769979440445,0.0163639346699069,0.04911857392628901,0.03701963763102206,0.1628857240159499,0.17125387714357018,0.015839254898649114,0.04569939452052676,0.015031334741357942,0.01729328967671522,0.019865554446683115,0.03837884844454513,0.054220885599180015,0.16173806062384208,0.0,0.0,0.00841085702849217,0.008755943413931709,0.007261252471908651,0.0369240133207572,0.07407407407407406,0.02213684577792478,0.0020635178489340792,0.490419368891371,0.03374976572468736,0.001990708671687167,0.01917671290003215,9,4,1,0,0,0,1
0.1475409836065574,0.0014441217828030362,0.0007999346658772125,0.08124893653224435,0.4898753380383879,0.004983048126809413,0.0002028904412223312,0.0025485212538006114,0.006503673565357977,0.0002990939467671329,0.15617312947547363,0.8071254264317833,0.16857726906886392,0.9739655759943963,0.5427449330247563,0.6405981968158471,0.0033710984343748892,0.004739194269664024,0.0113448372981283,0.021974314610929538,0.15081295674281925,0.15745659381796143,0.00014069141323812755,0.0009789744739752086,0.006576443150101869,0.013360430544578675,0.0235562166945977,0.006084433758888052,0.020523191929231282,0.12529701267761298,0.058906386373348094,0.005879591836734694,0.0034274558433051486,0.0027600256357558145,0.01672795793449475,0.22490082216806112,0.3170194003527337,0.24167581398493884,0.19520662884439266,0.5188040257821975,0.0038485336290978926,0.005409663745144623,0.00982589762748359,3,40,0,0,0,0,2
0.2786885245901639,0.002333114249279248,0.0006706956042385511,0.11417389824740513,0.4807070773695666,0.007562908819904263,0.0003772173345432645,0.0025092459311698225,0.005198280269489207,0.001723713313416378,0.15380382862238406,0.9570321279528261,0.2094404845312473,0.9740350347943463,0.5490216705238797,0.638983734554263,0.0004250528911807453,0.0006245819409718181,0.00993575826023353,0.02215014228945395,0.15063730619029328,0.15693964134193733,2.5151696300437854e-05,0.00018249445170469923,0.005879651012668979,0.027511196417146513,0.08701301146741486,0.011408861379264987,0.02054816902004125,0.12596292816732843,0.26730861882586215,0.052295918367346934,0.003825332229465008,0.0034409422796182055,0.03833528630459883,0.4653646342363252,0.49338624338624343,0.30698865702652556,0.006212048415800887,0.6815342283750292,2.5674006865229436e-05,0.0026017498115808893,0.0,8,45,0,0,0,1,1
0.2295081967213115,0.018764418305651058,0.029192102737908083,0.11272758209971073,0.5312314491128552,0.004294837618597186,0.0017710424217833403,0.003561227635219195,0.010688990840654364,0.00024276497715280596,0.15969681402525002,0.7942852030568823,0.17202248947615273,0.9739818115161807,0.6089487341328285,0.6496652785521544,0.01199332393723641,0.025081438249263448,0.015679911416869835,0.02610861861819929,0.153627385307401,0.16957823808335415,0.002689555068807528,0.028916091216294588,0.0010128084910654086,0.05573745813104513,0.05903176605720527,0.04800608004910809,0.02306793002042182,0.1300890854760979,0.0,0.0,0.0021743875244944542,0.00218962351435662,0.004966496791211231,0.10405858354969236,0.082010582010582,0.07446029986726314,0.038572733132257855,0.5163752846816643,0.07965103889868781,0.00010592720818512851,0.0034783638404198296,9,40,1,0,0,0,1
0.1639344262295082,0.03783913295085272,0.023347557116315153,0.007282346435256083,0.4948881999868082,0.0028613409006220084,0.002394428012175563,0.004722944225945928,0.04479031058403118,0.0003501530543593294,0.15963043961766682,0.7925863207534245,0.17082274170107065,0.973993808636243,0.6225454099165441,0.6667167917070195,0.012479117179837297,0.03934894274011137,0.015802392274823274,0.025553275704802918,0.15368339783027615,0.1764234019038112,0.0002157797011869237,0.0034673945823892856,0.009691634948678144,0.015336268864551578,0.046679345472348276,0.0253242814653503,0.023331549453428118,0.12817770719416202,0.10116572467548816,0.00228265306122449,0.0014194285139279806,0.0012834750860529717,0.007683529115117829,0.24321021989660246,0.22530864197530864,0.17233808985955693,0.1351281696008671,0.5582807735610611,0.0076996346588823076,0.0019422472648029665,0.004512816844573648,7,18,1,0,0,0,3
0.2295081967213115,0.03494303378171372,0.011876110169664549,0.005184405308831036,0.477013389618099,0.005764072577177746,0.008737634348083794,0.010747258263016994,0.03501943516462788,0.0009622768052410067,0.16994873952291922,0.8762450438008808,0.18479586457675895,0.9740333033169511,0.6574444123010029,0.66281019138165,0.012171448287646469,0.009837656373358088,0.0222565588799619,0.034024334699609755,0.16097300552148947,0.17405255089307997,0.003123790526941888,0.012774611619328946,0.00531340779953135,0.0405893643445862,0.06407818178394563,0.029673855058060087,0.03261308601536372,0.1362391734117695,0.04752435881450743,0.0011372448979591835,0.005881376549680451,0.006120650556082075,0.02271366731993797,0.17851693728261503,0.3941798941798942,0.12385656771384132,0.006674190195032089,0.34171857879826617,0.01360465623788508,0.000908651439967874,0.004751259369953481,6,4,1,0,0,0,2
0.32786885245901637,0.00413597526008594,0.001370791563731395,0.11196188531563724,0.47186861024998344,0.013816648035084703,0.003070720403341654,0.005944854234647872,0.007928164697692147,0.0012294002557405488,0.16808919412006856,0.8649310639627125,0.19351198299971628,0.9740140063752956,0.5520460761624238,0.645013959890177,0.004253383587080535,0.0013655543199783484,0.01348821943747815,0.027534030078566765,0.1537016007008896,0.15906092908838107,0.0008346632754396159,0.0013486030668347266,0.032291158340520425,0.012212562568213467,0.040258346357354015,0.013998728451268263,0.025864271914439376,0.13065113403233955,0.20768833670061387,0.005147959693877551,0.015096475834097142,0.01356900262946289,0.02035073633460136,0.05950564454024313,0.09656084656084656,0.05250640304656173,0.0832392963937577,0.4910994458870865,0.0022182341931558233,0.011669399510006973,0.004984062854823779,8,34,0,0,0,0,2
0.11475409836065574,0.03541567926094481,0.01375854958247412,0.019851395269695423,0.47912406833322335,0.001991607188924241,0.003170001646419125,0.005514114383221795,0.009471449913477118,0.0002121997774244498,0.15835817497311225,0.7924958966644472,0.1694255452424104,0.9739798357198892,0.5888824602005751,0.6483987137898941,0.03238126382630974,0.07162331005992004,0.02621944998136913,0.030256766353320322,0.15610206540268506,0.18168205640129775,0.0006183075831006067,0.007043048585281359,0.010808257830810028,0.02664559105792029,0.05927655487977103,0.10039900322271834,0.028794399405651334,0.1310289128682591,0.10341382324137773,0.0016994898979591836,0.0020469090574857015,0.0021242418165050704,0.0021310562366299276,0.04729935599250172,0.10934744268077602,0.03915111581396837,0.004051803065261026,0.44646232259922325,0.02040826805717088,0.0005470140214929628,0.0033218163990385435,0,2,0,0,0,0,2
0.13114754098360656,0.005083884753059102,0.002422670940607199,0.011739578015994555,0.465800408944001,0.005911009831742483,0.0008516557226377317,0.004062069894233214,0.005278572131245204,0.0002504941081185972,0.16015293895416172,0.7709640029922153,0.1738064770154543,0.9739827123093286,0.5713672040465672,0.6423268131914187,0.014988901604311072,0.01797685372806987,0.015012768909416677,0.028690418377907582,0.15136365965911036,0.15875788798174625,0.0008515619916380964,0.005171707173733171,0.03587247385131515,0.012363102630687593,0.022897169864612953,0.02385469267251774,0.02375794861202223,0.12908978187449133,0.31499001921105163,0.011343877040816325,0.003938014915380325,0.004060821448427928,0.009619244350991053,0.11138235484739437,0.1335978835978836,0.08744968881951146,0.00997366908371945,0.45193695212962853,0.030036020631631917,0.007633281741199611,0.007184934432761722,2,42,0,0,0,0,2
0.18032786885245902,0.007948561508066394,0.0032340390779721923,0.022864556746639442,0.5143460193918606,0.00794231088944306,0.0008654158341135457,0.0032151270797334246,0.004208178160314514,0.00017823844439294293,0.15969946900155335,0.7680074092950484,0.1701684394596504,0.9739811677890018,0.5881197857493513,0.6512724930644933,0.015471705078042481,0.026132037239330996,0.014901024649335987,0.02609300645834198,0.15446012724850203,0.16975649755784522,0.0008535922710737546,0.007893658317803262,0.012256435894936834,0.010424899326333222,0.09140038036417046,0.043913739303278986,0.02266398587494798,0.12749151079286486,0.09870565691022859,0.0007173469897959183,0.0025468689474586683,0.00253914304746524,0.01546451891633778,0.27830330900751954,0.16005291005291006,0.24990852529270188,0.04052877814084704,0.5873739720923743,0.003057774217648826,0.0014187312221838613,0.0014691166340024917,2,4,0,0,0,0,4
0.08196721311475409,0.003148787749448144,0.000738275587496682,0.012591458226986558,0.49950530967614265,0.006605933442256428,0.0008512543370324021,0.0028549954190795995,0.022087861916642772,0.0004169046399729808,0.1611628919399475,0.8075090410388358,0.17594540917065715,0.9740030757582037,0.6152693035977278,0.655080341201675,0.0033042115892081467,0.00250618061271853,0.011311671978557414,0.02318649185581886,0.15177510318412177,0.15875788798174625,0.0009605690352735567,0.003680820297094781,0.0029874201328086588,0.04506793120319145,0.07202440356261887,0.004226072595201731,0.02142223523841529,0.12656342504613027,0.06418356056928629,0.0014382654081632651,0.006306642991353185,0.006507100013111094,0.007964810564697715,0.05584375583982074,0.09876543209876543,0.038236370113105815,0.017271213596484005,0.5611152372845276,0.004362013766402481,0.0035095590131649854,0.004532090792586397,7,10,0,0,0,0,3
0.24590163934426232,0.01669839457649132,0.008391351395496028,0.17015484090522376,0.4865774025460061,0.01020306131223665,0.0039623113501831625,0.006591959805050113,0.244004709442269,0.0005836664959621732,0.16453046388308826,0.8871726579475925,0.1780652327985038,0.9740078112957667,0.6057402307314679,0.9003291356073292,0.01123906785618592,0.00949269194255641,0.02205872889934081,0.029224029472489747,0.15662088883866102,0.16706477949303006,0.0029828820915289247,0.012901429797632213,0.024222005532196743,0.00786571826427308,0.01129794565688139,0.002009631616255362,0.030624244391318674,0.136405042246375,0.0,0.0,0.005573635911433911,0.005780006012137508,0.019171230846103594,0.15868171114505322,0.19444444444444442,0.1253201699826784,0.007114837212739522,0.5263644834490426,0.007080891093430278,0.05807749457920777,0.003878738942852323,9,2,1,0,0,0,2
0.1639344262295082,0.008969789967346873,0.003346332101512893,0.004608363110430492,0.5080139832464876,0.00643999770688222,0.002156433321511455,0.006397410146633808,0.027888704315711114,0.0006855504950566938,0.1627617186698114,0.8165514444563183,0.17559799192833941,0.9740045799127998,0.6514306753629288,0.6643866024591414,0.008964094114727476,0.007387847996892515,0.015354923189833418,0.026478814658507432,0.15449047759456191,0.16348176405575957,0.0004591882966564276,0.0009820676002752883,0.002075030695965906,0.018234165067178502,0.0303161541792984,0.009508115257854007,0.024142076709278846,0.1289061952969371,0.11693376726664383,0.0019045919387755102,0.004579992195948437,0.009575503300689943,0.005235582948884293,0.04028074183220396,0.0736331569664903,0.03055250622586032,0.008297060918783853,0.5347650395897978,0.016300426958734168,0.0010993685164924867,0.0032761645517209613,7,51,1,0,0,0,3
0.01639344262295082,0.0007659213444603592,0.0016692868372159494,0.0024540241619874083,0.4944264890178747,0.002295760598503741,2.2208732545700865e-05,0.002045470702027853,0.0005061299321356405,0.00013174655055325942,0.15268183547729924,0.7552603556132809,0.16650608269688427,0.9739631136848245,0.5295076797110597,0.6324724316279485,0.0024362256206641973,0.008180144352189053,0.009945395841581233,0.021497501131301323,0.15027815658762203,0.15433705301436773,0.00031246791564945727,0.005318630672986955,0.0021979723642682465,0.02929885965902676,0.04639689683092624,0.014160229755701876,0.020069645495403975,0.1254821818999851,0.40350877086795944,0.0018551021428571427,0.001333130224563848,0.0013734056342617578,0.003309516563329313,0.11260298339701137,0.1044973544973545,0.08049762149295601,0.03922833206419827,0.5044716799720252,0.008341484830513045,0.0007845547526264784,0.0,9,14,0,0,0,1,3
0.6557377049180328,0.019857656463983363,0.007724739173931685,0.23438829334694572,0.502143658070048,0.027979625648522372,0.011918163840642107,0.013413727726277564,0.09110617598164797,0.0020444722484967135,0.15768965193993437,0.9309242300936849,0.16443547593267055,0.9739522234351629,0.5326022161441897,0.6434076513612159,0.0071331785494580194,0.0024747692173934994,0.019410186650380867,0.02137856717095769,0.15159491108522058,0.15774180897714715,0.01010210148606441,0.01734315916454659,0.007888405540240425,0.06275638854390125,0.06392754250852054,0.006580630074319831,0.0268502257052795,0.13269612412119214,0.0,0.0,0.013165645789975967,0.013651877706413804,0.03426983366468915,0.11046688343518161,0.12345679012345677,0.07281375760571053,0.00894191021298985,0.47501840168422876,0.008341484830513045,0.006008040461839714,0.0697084802028281,9,35,1,1,0,0,1
0.1475409836065574,0.0013105765227432813,0.0011833642989852791,0.04483580057852646,0.5585383549897763,0.04706857568721874,0.000513546715769621,0.0024347852753589918,0.05745128598650466,0.009756037007547496,0.1554961105181251,0.7387922081836541,0.16386397456905788,0.9727172211581745,0.3442212023984852,0.5783526089299827,6.286393193625756e-05,4.010562081678041e-05,0.009269680715556899,0.020239607155880884,0.14973846949336408,0.15583443260009272,0.000525088479055192,0.0016006928602912177,0.001214894538573008,0.074705506002785,0.08155233773325551,0.0006533129690662887,0.01911655724537726,0.12423218994867581,0.0,0.0,0.008827524720452836,0.0072987823337026725,0.15101502947096937,0.8080560995412989,0.3055555555555555,0.6255031100668684,0.13629964581867463,0.23642628626179374,0.0007291417949725161,0.008046942461299708,0.0,7,4,0,0,0,1,0
0.2786885245901639,0.002848965547941439,0.0006508911982686457,0.05748283137655266,0.5182375832728711,0.1318644079456531,0.00675797620924168,0.01330351361554206,0.00539318253057906,0.0002548271057812377,0.1574995556366161,0.793745393166679,0.17218982820217368,0.9739730202849397,0.552449330247563,0.6442311902516985,0.07822510335804636,0.007034189340599089,0.050865894061328056,0.054026977161450454,0.1590276147014787,0.15859745445470427,0.010086679892800349,0.004577826924117879,0.14805796905363708,0.009596928982725529,0.017210537217315986,0.013403146717723491,0.037982478980899084,0.1227752701798662,0.13988302684826176,0.0031214285714285714,0.05408618736438375,0.05619638555477128,0.12446894670911039,0.10527921209930935,0.06525573192239859,0.0722649138441758,0.004127035590393276,0.47111529941985847,0.07830315353826327,0.0558651338156448,0.004557409263688604,9,45,1,0,0,0,2
0.1475409836065574,0.03039333006889364,0.010979399334408623,0.007562438318870172,0.48585185673768216,0.0017505259838908477,0.0029056592103436927,0.00537619782812994,0.022918424279759663,0.0007157643706502413,0.16417363453692577,0.8613771314738853,0.1813101104207802,0.9740177263939306,0.601970685181289,0.6535066480743172,0.006585171716250752,0.013727340674812127,0.015654876421338115,0.02696799345682987,0.1540231539423056,0.1712717030910193,0.000381405829880338,0.004067461084604737,0.013857429279513013,0.01766963983290053,0.031201159922420774,0.0386638507464868,0.024263370095513402,0.12846816503945502,0.08139745571592338,0.002002551020408163,0.0021944905986672337,0.0020339879575554443,0.0029930879644945664,0.06194689858790576,0.17416225749559083,0.042444200337073586,0.060164439149419706,0.4272782435204558,0.009881925242426811,0.0018216334010854563,0.004945852936014644,7,36,1,0,0,0,2
