numberOfAnalystOpinions,currentPrice,allTimeHigh,allTimeLow,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,_debtToEquity,_PER,sector,state,In_SP500,In_NASDAQ,is_Insolvent,has_benefits,target
0.5207392330130983,-0.2897397408053693,-0.1733472710777056,-0.08827549081469233,2.18965245810557,-0.2925315299451198,-0.16059858647083064,-0.1814162577517481,-0.35600967573385034,3.1239650320051995,-0.07259975527784925,-1.2428521019186343,-0.2703294516942083,-1.6584654188664347,-1.399503404846659,-0.38220052730464976,-0.31058591455454326,-0.3589715349874875,-0.2783583743230807,-0.2663057917812038,-0.18498948965245265,-0.30502602223795894,-0.067607580712411,0.2695049961919605,-0.4181306913775534,12.487853314726499,11.094122798593917,-0.20231939275093527,-0.2447740016955872,-0.19676533839626392,-0.6448718274412925,-0.1304623167287144,-0.2360709964387495,-0.23272713555600513,-0.12782002848617185,1.6201394016875204,2.6843917786451823,1.7141064435334445,0.026548205612446946,1.0721166910209994,-0.37579890804506855,-0.29922858340536274,-0.19803383813706846,6,4,0,0,0,1,0
-0.18972844404890896,-0.29084142026348003,-0.20289530675830975,-0.08185327982216796,0.7390286717876025,0.006751903472961487,-0.15426404168249905,-0.1592464792169539,0.02201088065406653,-0.08822498146504708,0.06047842678425413,0.19493492648460886,0.00028271996826550035,0.05786983841448183,0.27691677741342674,1.1975180801344374,-0.2173484923444293,-0.18103894701992432,-0.1679640661373971,-0.18182998657767843,-0.12811545884215847,-0.08227655094759816,-0.07238753566856132,0.008523930081049307,-0.15900007683526443,-0.33682208463705965,-0.4753588510673703,-0.3947962682388058,-0.17941251374264472,-0.1403558000534998,-0.392313620204177,-0.11929701099312116,-0.18197419879031496,-0.18186084869132108,-0.021854722163698954,0.6829741445274015,-0.5653031780979832,0.7139144360949486,0.39332507783303394,1.6904568183423208,-0.19360349217982853,0.36286452389458024,-0.1378168209502686,1,45,0,0,0,0,2
1.112795630564771,0.2662044364059155,-0.03907000866285083,-0.05937554134833251,1.8868195334688278,5.6177475153757115,1.6974896451973185,1.701069396732937,4.800167181719229,0.1776959539065014,0.25080253073899417,1.0990313304678683,-0.022261155680940267,0.05829132346511363,0.3142082273727006,0.14330340585605278,-0.21087674605833784,-0.3493033476040804,-0.08944355765973189,-0.18317771846664593,-0.05969895435300271,-0.17935720287361104,0.32001971250149863,-0.16979019478691626,-0.4018712047594128,1.1534014614536998,0.8828500361744428,-0.4165781340855523,-0.020024163838109628,0.062242712178993534,-0.6448718274412925,-0.1304623167287144,1.9446213121017009,1.8826006773559765,1.8932830763052346,-0.716278999117291,-1.2571050520771505,-0.7870357550743184,-0.22812459973059718,-1.7098331449895188,-0.2949271642666513,-0.22830346054638567,2.4102285592966437,9,5,1,1,0,0,4
0.9943843510544365,0.357313327591674,0.020832021412657543,-0.41878590956012146,-0.2032684196044045,0.01273012339539641,0.40098996457050273,0.5228410526917128,0.11802180613646195,-0.08335039497083355,0.1358004737461216,-0.12862124530260463,0.08523272637280913,0.05801028150589781,0.4706839989347675,0.4883447275758312,0.8484706238507488,0.04551585801182392,0.7457364347683005,0.8675778795319576,0.6545709884699941,0.3262960086919406,0.6822540359714404,0.2771054754662835,2.4191323779845098,-0.319539282568667,-0.3787918295367889,-0.07188463237917855,0.5407039110807675,0.7203997223105205,0.2754406595110692,-0.06197548962920705,0.33004136399427136,0.3173505023061033,-0.1253490784462793,-0.8740197357595413,-0.9094302641286459,-0.9274600580517626,-0.5292649603370506,-0.4623787308547279,1.653402785082089,0.8227180073242062,-0.09661741542637843,7,27,1,1,0,0,2
-0.18972844404890896,-0.19198405022234266,-0.17029370918831543,-0.6445326200109477,-0.15189497703209992,-0.23192538540792734,-0.12739251594205847,-0.14449546742505834,0.6079439954963061,-0.08036999710975962,0.11891969075717455,0.965681801523906,-0.01956275799010793,0.05712957573214147,1.0064307672417223,0.6373768703857748,-0.2620207707214887,-0.2950751517932242,-0.18911291453755513,-0.21723397710289755,-0.13800696335772542,-0.12456321528346878,-0.1128769343261395,-0.17363735096280813,-0.41384559251675784,-0.20246223629891036,-0.34969631136134105,-0.3992310802602348,-0.18499180119167988,-0.09827305096268678,-0.5988964309585396,-0.11882561690295738,-0.1267622387606932,-0.18639152009724907,-0.23785207490214014,-0.43420147971909295,0.13714180163470988,-0.1630749959915957,3.4221002628426413,-1.627232663908971,-0.26945684653885127,-0.2838635553240265,-0.005855051461153113,9,19,0,0,0,0,1
0.6391505125234328,-0.303694347274772,-0.224735652762721,0.030164208751641386,0.3496720543975049,1.8086689777146086,-0.033998004063817186,0.04260723320538232,-0.3827411184512793,-0.08867905253574095,-0.017598771498649326,-0.36854505215174793,-0.06503599671254007,0.05718222887757124,-0.07014796709390654,-0.041359973982411195,0.6480463587728575,-0.19495250220565305,0.3878544808351323,0.2835632658963505,-0.005958586451911966,-0.14659992768385208,0.15771434652108438,-0.1563095093250511,1.3692357807542699,-0.4302049667807941,-0.46482426690039774,-0.17518256681028646,0.07472702065536568,-0.24103004464178998,0.32186479517019173,-0.048062629768087846,1.004245303749533,1.018224276171127,1.6218168562086983,-0.46389385018206125,-0.9307164756356973,-0.5684507492826743,-0.504533626924035,-0.10673281204863068,0.8369187922440913,0.6693345820568444,-0.0793915083520333,9,45,1,0,0,0,2
-0.42655100306957805,-0.3730267078385415,-0.22898112542678015,-0.3944008814583561,1.8881714661680988,0.038926016249983535,-0.16358741490503262,-0.16060074449962883,-0.33843081549876414,-0.08897063738996103,-0.08532593042739643,-1.0840734001301906,-0.36631582027534215,0.056286761563194065,-0.6474238501282347,-0.2624421978862401,-0.20109717958877701,-0.24970400991818215,-0.26008269013769275,-0.2787878555440285,-0.1746596495970824,-0.20615860984705014,-0.10114736970808727,-0.17169813402861875,-0.05257010895320655,-0.476757030416626,-0.6012722142059465,-0.4208319333714127,-0.2734368566557368,-0.22536119414441866,-0.6448718274412925,-0.1304623167287144,-0.07055034253736511,-0.2211687925188196,0.5590867727352312,0.8314356256876118,0.46707807999400497,4.574257646216083,3.650330241839918,-1.8657911158316234,-0.223196058359274,1.360047426132715,-0.19803383813706846,7,5,0,0,0,1,3
-0.42655100306957805,-0.02996372458285602,-0.10150343019313243,0.9178708980141326,-0.7480972974106868,-0.17912375769047983,-0.08161049141811764,-0.06828264230179193,-0.38544231236726084,-0.09093382701913745,-0.0331092500941627,-1.0627702612819585,-0.21774611159539586,0.057042357589958695,0.045964047552014484,0.09313842758166554,1.1635843108235697,2.080224487102611,-0.06423520982828665,-0.040041176815013714,0.028935137719995084,0.39359731953635446,0.40805578364691764,0.8669089226922484,0.5011461689665495,-0.3064378035813371,-0.18540696304307927,0.766852962272237,-0.10877493632570241,-0.40641241992088756,0.565313861074,-0.09326258881350509,-0.09821904619497267,-0.11352628782368455,-0.26218552402311407,-0.5863748783418051,-0.5794939857693509,-0.6399876780930399,0.9334777478633491,-0.800173696207237,0.3589769427779462,-0.1861560857186208,-0.15486407638040722,3,24,1,0,0,0,1
0.7575617920337674,-0.3480185841394276,-0.199784987212983,0.4554717065523748,-0.2803285834628612,-0.07862922834253804,-0.15983156520115752,-0.17673884615491584,-0.35363045981572966,-0.08685609073722,0.03499692144472552,1.159458624151842,-0.016964272928656935,0.057274644763626655,0.15783837624151237,-0.05173052836960228,-0.2898965723262089,-0.3309939724442991,-0.23454739363787827,-0.23604984160513795,-0.16215558447233952,-0.17876161605197904,-0.12796411176040262,-0.20744853654117523,-0.4119897418838954,0.5050176290169048,0.4022723394144588,-0.35376671484327227,-0.21474574748401695,-0.15755529363041673,-0.6448718274412925,-0.1304623167287144,-0.13410185587079926,-0.13533687446241682,-0.12277611258265743,-0.11129695093431366,-0.8491193315253339,0.14161921757321572,-0.4735552804243296,0.7461514152071563,-0.35401272540690343,-0.2884745840966056,-0.043738468116952416,9,35,0,0,0,0,3
0.2839166739924292,-0.24398332064516975,-0.1413459765314905,-0.647947202558823,0.5240713726034861,-0.21851290796619763,-0.13156371242356016,-0.11078819342215458,-0.36103888501134773,-0.07291121202203836,0.6022228106131453,0.26457990028001993,0.3502910664989219,0.057840679071356364,-0.13572582938024333,0.10943501304725153,-0.2558252115866547,-0.294349056529653,-0.20862649251503523,-0.15807082154527807,-0.0525734274818138,0.04398785523838175,-0.04862275688812285,-0.04674375254334908,0.17285498601996682,1.2191876112624205,1.0265718630238534,-0.06864148753357571,-0.06261622355345796,-0.10729103344153514,0.13877793958081808,-0.10585554387532548,-0.10611926758881708,-0.1191083443547462,-0.20075450842654466,-0.43048993341122194,-0.22827149590300425,-0.37106194218098565,0.0171348956425555,0.4551497139653379,-0.3181870009406703,-0.0677762317725189,-0.1554995396464706,8,35,0,0,0,0,3
